Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,id,Track,Album,Uri,Url_spotify,Url_youtube,Comments,Description,Title,Channel,Composer,Artist
0.6119600489999999,,,,0.004574296,0.000193,0.000633839779,,121.002,255773.0,148816999.0,937061.0,111219603.0,album,True,True,18871,Last Night,Just Like You,spotify:track:3Cn1FSSTXeQ7hCfrbizrD0,,https://www.youtube.com/watch?v=AxFhwtwiw6o,24156.0,"Official Music Video for Diddy [feat. Keyshia Cole] - ""Last Night"" directed by Marc Webb from 'Press Play' (2006)
Subscribe to the channel https://lnk.to/BadBoyYTSubID

Watch more Bad Boy videos
Craig Mack – Flava In Your Ear (Remix) ▶️ https://lnk.to/YTFlavaInYaEarID
Puff Daddy & The Family – It’s All About The Benjamins (Remix)▶️ https://lnk.to/YTAllAboutTheBenjaminsID
Puff Daddy feat. Faith Evans & 112 - I'll Be Missing You ▶️ https://lnk.to/YTIllBeMissingYouID
Mase – Welcome Back ▶️ https://lnk.to/YTWelcomeBackID
P. Diddy – I Need A Girl Part 2 ▶️ https://lnk.to/YTINeedAGirlPt2ID

Bad Boy Certified Playlists
Bad Boy Classics 🎬 https://lnk.to/YTBadBoyGreatestHitsID
The Bad Girls 🎬 https://lnk.to/YTBadGirlsID
The Puff Daddy Videography 🎬 https://lnk.to/YTPuffDaddyVideographyID

Stay In Touch with Bad Boy…
Facebook 📣 http://www.facebook.com/badboy
Instagram 📸 http://www.instagram.com/badboyrecords
Twitter 📱 http://www.twitter.com/badboyrecords
Soundcloud 🎙 https://soundcloud.com/badboyentertainment
Website 💰 https://diddy.com/

Follow Diddy
Facebook 📣 https://www.facebook.com/Diddy/
Instagram 📸 https://www.instagram.com/diddy
Twitter 📱 https://twitter.com/Diddy
Soundcloud 🎙 https://soundcloud.com/diddy-music

About Bad Boy Entertainment:

In 1993, Sean “Puff Daddy” Combs, also known as Diddy, launched Bad Boy Records. Nobody could have
imagined the impact the label would have on pop culture. As a subsidiary of the larger Bad Boy
Entertainment, the label became best known for its signature sound of streetwise hip-hop soul and the
ghetto fabulousness that radiated like precious jewels from its very name. Bad Boy was designed for
those who aspired higher, but also wanted to party until the break of dawn. Puffy had seen life from
both sides of the class divide and, with his groove-heavy music, worked hard to merge the two. There is
no better visual embodiment of this merger than the groundbreaking videos that were in heavy rotation
on BET and MTV and now on YouTube.

The Bad Boy Entertainment channel is the official YouTube home of iconic music videos from Puff
Daddy, Craig Mack, Faith Evans, 112, Total, Mase, Yung Joc, Cassie, Danity Kane, and the rest of the Bad
Boy Family, and your destination for some of the biggest 90s and 00s hip-hop hits of all time like Craig
Mack’s “Flava In Your Ear (Remix)”, the Notorious B.I.G. tribute “I’ll Be Missing You” by Puff Daddy feat.
Faith Evans and 112, and Cassie – “Me & U”.

Subscribe now to join the Bad Boy community, and while you’re here, check out our Bad Boy certified
playlists, show us some love in the comments, and stay tuned for updates. Cause it’s Bad Boy 4 Life…",Diddy [feat. Keyshia Cole] - Last Night (Official Music Video),Bad Boy Entertainment,Mike Dean,Tame Impala
,3.0,,0.0912,0.016777216,0.00159,,0.962,121.002,,148816999.0,,,album,True,True,18872,Last Night (feat. Keyshia Cole),Press Play,spotify:track:5gfPJ45gpn3ThswDyeW0Qc,https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA,https://www.youtube.com/watch?v=AxFhwtwiw6o,24156.0,"Official Music Video for Diddy [feat. Keyshia Cole] - ""Last Night"" directed by Marc Webb from 'Press Play' (2006)
Subscribe to the channel https://lnk.to/BadBoyYTSubID

Watch more Bad Boy videos
Craig Mack – Flava In Your Ear (Remix) ▶️ https://lnk.to/YTFlavaInYaEarID
Puff Daddy & The Family – It’s All About The Benjamins (Remix)▶️ https://lnk.to/YTAllAboutTheBenjaminsID
Puff Daddy feat. Faith Evans & 112 - I'll Be Missing You ▶️ https://lnk.to/YTIllBeMissingYouID
Mase – Welcome Back ▶️ https://lnk.to/YTWelcomeBackID
P. Diddy – I Need A Girl Part 2 ▶️ https://lnk.to/YTINeedAGirlPt2ID

Bad Boy Certified Playlists
Bad Boy Classics 🎬 https://lnk.to/YTBadBoyGreatestHitsID
The Bad Girls 🎬 https://lnk.to/YTBadGirlsID
The Puff Daddy Videography 🎬 https://lnk.to/YTPuffDaddyVideographyID

Stay In Touch with Bad Boy…
Facebook 📣 http://www.facebook.com/badboy
Instagram 📸 http://www.instagram.com/badboyrecords
Twitter 📱 http://www.twitter.com/badboyrecords
Soundcloud 🎙 https://soundcloud.com/badboyentertainment
Website 💰 https://diddy.com/

Follow Diddy
Facebook 📣 https://www.facebook.com/Diddy/
Instagram 📸 https://www.instagram.com/diddy
Twitter 📱 https://twitter.com/Diddy
Soundcloud 🎙 https://soundcloud.com/diddy-music

About Bad Boy Entertainment:

In 1993, Sean “Puff Daddy” Combs, also known as Diddy, launched Bad Boy Records. Nobody could have
imagined the impact the label would have on pop culture. As a subsidiary of the larger Bad Boy
Entertainment, the label became best known for its signature sound of streetwise hip-hop soul and the
ghetto fabulousness that radiated like precious jewels from its very name. Bad Boy was designed for
those who aspired higher, but also wanted to party until the break of dawn. Puffy had seen life from
both sides of the class divide and, with his groove-heavy music, worked hard to merge the two. There is
no better visual embodiment of this merger than the groundbreaking videos that were in heavy rotation
on BET and MTV and now on YouTube.

The Bad Boy Entertainment channel is the official YouTube home of iconic music videos from Puff
Daddy, Craig Mack, Faith Evans, 112, Total, Mase, Yung Joc, Cassie, Danity Kane, and the rest of the Bad
Boy Family, and your destination for some of the biggest 90s and 00s hip-hop hits of all time like Craig
Mack’s “Flava In Your Ear (Remix)”, the Notorious B.I.G. tribute “I’ll Be Missing You” by Puff Daddy feat.
Faith Evans and 112, and Cassie – “Me & U”.

Subscribe now to join the Bad Boy community, and while you’re here, check out our Bad Boy certified
playlists, show us some love in the comments, and stay tuned for updates. Cause it’s Bad Boy 4 Life…",Diddy [feat. Keyshia Cole] - Last Night (Official Music Video),Bad Boy Entertainment,Mike Dean,
0.148035889,6.0,-10.117,0.28,6.967870999999999e-06,,0.066923416,,99.439,,4140185.0,,44959167.0,album,,False,18873,Been Around the World (feat. The Notorious B.I.G. & Mase),No Way Out,spotify:track:1siDRjAa8MdxNoCHTiiQ7B,https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA,https://www.youtube.com/watch?v=MCoAwpQagm0,1597.0,"Been Around The World
Puff Daddy & The Family
No Way Out
July 1, 1997
Bad Boy Entertainment",,MvP2O13,Mike Dean,
0.167284151,10.0,,0.101,0.0439869769999999,0.0,0.0030486249999999,0.391,,302602.0,86879213.0,703605.0,19869313.0,single,True,True,18879,Soltero,Soltero,spotify:track:3ZKYB8pSyE2zWiUBMh1pGE,,https://www.youtube.com/watch?v=IeBhnDz8xUY,14291.0,,Jon Z ❌ Baby Rasta ❌ Bryant Myers ❌ Cosculluela ❌ Boy Wonder CF - Soltero [Official Video],Chosen Few,Louis Bell,Phoebe Bridgers
0.098611128,10.0,-7.576,0.0403,0.440711081,0.0,0.000625026375,0.45,125.9,77480.0,336379.0,9175.0,936810.0,album,True,True,18882,Hechizo,Voodoo,,https://open.spotify.com/artist/0GgyFUpOyzWDRDqx8FCTDN,,379.0,"Download the album ""Voodoo"". Out now!
Stream: https://empire.lnk.to/VoodooAlbum

Music video by Jon Z, Baby Rasta performing Hechizo  (Audio). 2019 Chosen Few Emerald Entertainment, Inc. / EMPIRE

http://vevo.ly/7XR5ok",,JonZVEVO,Terrace Martin,FKA twigs
0.3313738879999999,3.0,-3.59,0.0598,1.3823999999999997e-08,0.0,0.1119801679999999,0.67,103.99,162665.0,1561043.0,20905.0,7511869.0,single,True,True,18886,Giddy Up!,Giddy Up!,spotify:track:4NdJlsPyvXz15LySCNoL2W,,https://www.youtube.com/watch?v=-6BGu-GyKWQ,1702.0,,Shania Twain - Giddy Up! (Official Dance Video),ShaniaTwainVEVO,Terrace Martin,
0.381078125,8.0,-8.698,0.0412,0.008869743,,0.0032417919999999,0.784,78.235,246760.0,169467706.0,780467.0,175555647.0,album,True,,18887,Any Man Of Mine,The Woman In Me,spotify:track:0pdfN7nOHMYmKykzu1cyfm,https://open.spotify.com/artist/5e4Dhzv426EvQe3aDb64jL,https://www.youtube.com/watch?v=8N2k-gv6xNE,20120.0,"REMASTERED IN HD!
The 25th anniversary The Woman In Me: Diamond Edition is out October 2nd, get your copy: https://shaniatwain.lnk.to/TheWomanInMeDiamond

Watch the official music video for ""Any Man Of Mine"" performed by Shania Twain. REMASTERED IN HD!

To celebrate the 25th anniversary of ‘The Woman In Me’, Shania Twain has announced the Diamond Edition of the album available on 3 CD, 2 CD, 1 LP, Limited Edition vinyl, and digitally.

Pre-order yours today: https://shaniatwain.lnk.to/TheWomanInMeDiamondID

Listen to the “Any Man Of Mine” EP, including versions ‘Live From Las Vegas’ and ‘Shania Vocal Mix’: https://shaniatwain.lnk.to/AnyManOfMineEPID 

Tickets to my Let’s Go! Vegas Residency are on sale now! Dates through December 2020 https://www.shaniatwain.com/vegas 

Music video by Shania Twain performing Any Man Of Mine. (C) 1995 Mercury Records, a Division of UMG Recordings, Inc.
Lyrics: 
This is what a woman wants
Any man of mine better be proud of me
Even when I'm ugly, he still better love me
And I can be late for a date that's fine
But he better be on time

Any man of mine'll say it fits just right
When last year's dress is just a little too tight
And anything I do or say better be okay
When I have a bad hair day
And if I change my mind
A million times
I want to hear him say
Yeah (yeah), yeah (yeah), yeah, I like it that way
Any man of mine better walk the line
Better show me a teasin' squeezin' pleasin' kinda time
I need a man who knows, how the story goes
He's gotta be a heartbeatin' fire breathin'
Breathtakin' earthquakin' kind
Any man of mine

Well any man of mine better disagree
When I say another woman's lookin' better than me
And when I cook him dinner and I burn it black
He better say, mm, I like it like that, yeah
And if I change my mind
A million times
I want to hear him say
Yeah (yeah), yeah (yeah), yeah I like it that way
Any man of mine better walk the line
Better show me a teasin' squeezin' pleasin' kinda time
I need a man who knows, how the story goes
He's gotta be a heartbeatin' fire breathin'
Breathtakin' earthquakin' kind
Any man of mine
Follow Shania Twain: 
Website: http://www.shaniatwain.com 
Facebook: https://www.facebook.com/ShaniaTwain 
Instagram: http://instagram.com/ShaniaTwain 
Twitter: https://twitter.com/ShaniaTwain 
Sign up to receive email updates from Shania Twain: http://umgn.us/shaniatwainupdates

Music video by Shania Twain performing Any Man Of Mine. (C) 1995 Mercury Records, a Division of UMG Recordings, Inc.

#ShaniaTwain #AnyManOfMine #Remastered",Shania Twain - Any Man Of Mine (Official Music Video),ShaniaTwainVEVO,Mike Dean,Kamasi Washington
,,-5.877,0.0284,0.008120601,0.0,,0.138,135.902,238200.0,,2329116.0,160727214.0,single,True,True,18894,What A Beautiful Name,What A Beautiful Name,spotify:track:4KLj9QjEhJl2WU50mxRF9Z,https://open.spotify.com/artist/3SgHzT552wy2W8pNLaLk24,https://www.youtube.com/watch?v=nQWFzMvCfLE,108100.0,"""What A Beautiful Name"" from the album 'let there be light'' recorded live at ‪Hillsong Conference in Sydney, 2016.
** Scriptural Inspiration Behind the Lyrics**
https://goo.gl/N5M5Qh
** Song Story From Brooke Ligertwood**
https://goo.gl/OqOJxU
**Subscribe to our YouTube channel**
https://worship.lnk.to/subscribe

Click to listen to Hillsong Worship's latest release, 'Team Night' here: https://worship.lnk.to/teamnightID
Click here to listen to the latest from Hillsong Worship: https://hillsong.lnk.to/ytplaylist

Experience the beauty of the gathering of The CHURCH from the comfort of your home.
Join in with an exclusive behind-the-scenes peak into Hillsong Conference from over the years at https://hillsongchannelnow.com/

Stay connected:
Instagram: https://instagram.com/hillsongworship
Facebook: https://facebook.com/hillsongworship
Twitter: https://twitter.com/hillsongworship 
Website: https://hillsong.com/worship

What A Beautiful Name
Words and Music by Ben Fielding & Brooke Ligertwood
© 2016 Hillsong Music Publishing.
CCLI: 7068424

VERSE 1:
You were the Word at the beginning
One with God the Lord Most High
Your hidden glory in creation
Now revealed in You our Christ

CHORUS 1:
What a beautiful Name it is
What a beautiful Name it is
The Name of Jesus Christ my King
What a beautiful Name it is
Nothing compares to this
What a beautiful Name it is
The Name of Jesus

VERSE 2:
You didn’t want heaven without us
So Jesus You brought heaven down
My sin was great Your love was greater
What could separate us now

CHORUS 2:
What a wonderful Name it is
What a wonderful Name it is
The Name of Jesus Christ my King
What a wonderful Name it is
Nothing compares to this
What a wonderful Name it is
The Name of Jesus
What a wonderful Name it is
The Name of Jesus

BRIDGE:
Death could not hold You
The veil tore before You
You silence the boast of sin and grave
The heavens are roaring
The praise of Your glory
For You are raised to life again
You have no rival
You have no equal
Now and forever God You reign
Yours is the kingdom
Yours is the glory
Yours is the Name above all names

CHORUS 3:
What a powerful Name it is
What a powerful Name it is
The Name of Jesus Christ my King
What a powerful Name it is
Nothing can stand against
What a powerful Name it is
The Name of Jesus

TAGS:
What a powerful Name it is
The Name of Jesus
What a powerful Name it is
The Name of Jesus

#whatabeautifulname #hillsongworship #lettherebelight",What A Beautiful Name - Hillsong Worship,Hillsong Worship,Juicy J,Justice
0.143877824,5.0,-12.644,0.0352,0.000167284151,3.21e-06,5.1064811e-05,0.69,,200667.0,76845137.0,372056.0,,album,True,True,18896,Check Yes Or No,,,https://open.spotify.com/artist/5vngPClqofybhPERIqQMYd,https://www.youtube.com/watch?v=NHxS8wlDngI,7985.0,"Purchase George Strait’s latest music: http://umgn.us/georgestraitpurchase
Stream the latest from George Strait: http://umgn.us/georgestraitstream
Sign up to receive email updates from George Strait: http://umgn.us/georgestraitupdates


Website: http://www.georgestrait.com/
Facebook: https://www.facebook.com/georgestrait
Twitter: https://twitter.com/georgestrait",George Strait - Check Yes Or No (Official Music Video),GeorgeStraitVEVO,,
0.5373677969999998,0.0,-9.02,0.0737,0.000362467097,0.109,0.665338617,,106.859,134267.0,,58294.0,9999321.0,compilation,True,True,18899,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson American Outlaw (Live),spotify:track:5iis9J2sptrUy0VIpFVIg1,,https://www.youtube.com/watch?v=kn-AB78kvvE,1658.0,"""Roll Me Up and Smoke Me When I Die” by Willie Nelson LIVE
Listen to Willie Nelson: https://WillieNelson.lnk.to/_listenYD
Watch more videos by Willie Nelson:
https://WillieNelson.lnk.to/_listenYD/youtube

Subscribe to the official Willie Nelson YouTube channel: https://WillieNelson.lnk.to/_subscribeYD

Follow Willie Nelson 
Facebook: https://WillieNelson.lnk.to/followFI
Instagram: https://WillieNelson.lnk.to/followII
Twitter: https://WillieNelson.lnk.to/followTI
Website: https://WillieNelson.lnk.to/followWI
Spotify: https://WillieNelson.lnk.to/followSI
YouTube: https://WillieNelson.lnk.to/_subscribeYD

Ask your voice device to play Willie Nelson! 

#WillieNelson #RollMeUpAndSmokeMeWhenIDie #Live #AmericanOutlaw #Country

Lyrics:
Roll me up and smoke me when I die
And if anyone don't like it, just look 'em in the eye
I didn't come here, and I ain't leaving
So don't sit around and cry
Just roll me up and smoke me when I die",Willie Nelson - Roll Me Up and Smoke Me When I Die (Live Version),WillieNelsonVEVO,Terrace Martin,Robyn
1.520875e-06,2.0,,0.0425,0.929714176,0.191,0.0005842770559999,0.0955,101.769,,17040476.0,113390.0,20932151.0,album,True,True,18911,,"Mozart: Flute Concerto No. 1, K. 313 - Flute and Harp Concerto, K. 299 & Clarinet Concerto, K. 622",,https://open.spotify.com/artist/6uRJnvQ3f8whVnmeoecv5Z,https://www.youtube.com/watch?v=YT_63UntRJE,6021.0,"Iceland Symphony Orchestra
Cornelius Meister, conductor
Arngunnur Árnadóttir, clarinet

Wolfgang Amadeus Mozart: Clarinet Concerto in A major, K.622 0:00
- Allegro 0:27
- Adagio 12:58
- Rondo (Allegro) 20:07

From Iceland Symphony's concert, Harpa, Reykjavík, September 10th 2015.","Wolfgang Amadeus Mozart: Clarinet Concerto in A major, K.622",,Juicy J,Rihanna
0.1891192239999999,4.0,-5.788,0.0312,0.064964808,0.0,0.000898632125,0.4,75.89,331758.0,71741659.0,571781.0,28359852.0,album,True,True,18919,"Surili Akhiyon Wale (From ""Veer"")",,spotify:track:2RNCGsAi3ERAf2k2Mhhdyu,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,https://www.youtube.com/watch?v=0dUdnlAps9Q,11467.0,"Play Free Music back to back only on Eros Now - https://goo.gl/BEX4zD

Watch out for the romantic track ""Surili Akhiyon Wale"" sung by Rahat Fateh Ali Khan and Suzanne D' Mello featuring Salman Khan and Zarine Khan. Music composed by Sajid-Wajid.

Set “Surili Akiyon Wale"" as your caller tune http://111.93.115.200/TZ/Web/CRBTRequest.aspx?refid=EIVER6
OR SMS EIVER6 to 56060

Film – Veer
Music – Sajid-Wajid
Actor –  Salman Khan, Zarine Khan, Mithun Chakraborty & Sohail Khan 
Produced by – Vijay Galani
Directed by - Anil Sharma

For Mobile Downloads Click: http://m.erosnow.com

To watch more log on to http://www.erosnow.com

For all the updates on our movies and more:
https://twitter.com/#!/ErosNow
https://www.facebook.com/ErosNow
https://www.facebook.com/erosmusicindia
https://plus.google.com/+erosentertainment
http://www.dailymotion.com/ErosNow
https://vine.co/ErosNow 
http://blog.erosnow.com https://www.instagram.com/erosnow",Surili Akhiyon Wale (Full Video Song) | Veer | Salman Khan & Zarine Khan,Eros Now Music,Juicy J,Disclosure
