Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Composer,Artist,Licensed,official_video,Album_type,0,1,2,id
0.6119600489999999,5.148534918491069,-6.773381150532528,0.1003499159235079,0.004574296,0.000193,0.000633839779,0.6331122943348422,121.002,255773.0,148816999.0,937061.0,111219603.0,4.0,28.0,1.0,1.0,2.0,-3.469333008390176,-1.857891152315979,1.274527313928773,18871
0.415895632805083,3.0,-6.9283423246410925,0.0912,0.016777216,0.00159,0.0360526659260075,0.962,121.002,226579.84753685564,148816999.0,503692.2820873223,135779192.33395728,4.0,43.662835509758125,1.0,1.0,2.0,-3.469333008390176,-1.857891152315979,1.274527313928773,18872
0.148035889,6.0,-10.117,0.28,6.967870999999999e-06,0.0701355277011178,0.066923416,0.5173969632749028,99.439,225182.12076511243,4140185.0,500093.7343317574,44959167.0,4.0,44.26764486683098,0.0,0.0,2.0,2.271356249831115,3.379793230169269,3.114582937814228,18873
0.167284151,10.0,-7.307766869963948,0.101,0.0439869769999999,0.0,0.0030486249999999,0.391,115.83570079800782,302602.0,86879213.0,703605.0,19869313.0,5.0,11.0,1.0,1.0,1.0,8.646351009795627,-1.2615494237192773,-0.2913402711834834,18879
0.098611128,10.0,-7.576,0.0403,0.440711081,0.0,0.000625026375,0.45,125.9,77480.0,336379.0,9175.0,936810.0,2.0,35.0,1.0,1.0,2.0,-0.6084522458777896,-1.4040962796150571,1.1342412929258043,18882
0.3313738879999999,3.0,-3.59,0.0598,1.3823999999999997e-08,0.0,0.1119801679999999,0.67,103.99,162665.0,1561043.0,20905.0,7511869.0,2.0,41.82045404473524,1.0,1.0,1.0,8.646351009795627,-1.2615494237192773,-0.2913402711834834,18886
0.381078125,8.0,-8.698,0.0412,0.008869743,0.0525255287706305,0.0032417919999999,0.784,78.235,246760.0,169467706.0,780467.0,175555647.0,4.0,13.0,1.0,0.0,2.0,-1.4431897939842753,3.425805875207184,5.436048100134018,18887
0.327713637811336,5.2269223040785375,-5.877,0.0284,0.008120601,0.0,0.0272218322122813,0.138,135.902,238200.0,292247143.2860624,2329116.0,160727214.0,8.0,44.0,1.0,1.0,1.0,-1.8876108747371323,2.009176533547042,3.6673636184105582,18894
0.143877824,5.0,-12.644,0.0352,0.000167284151,3.21e-06,5.1064811e-05,0.69,118.20344353860742,200667.0,76845137.0,372056.0,114122133.9625273,6.0,47.71299785218508,1.0,1.0,2.0,-1.98136836453422,-4.383129001037516,-0.5998081169757333,18896
0.5373677969999998,0.0,-9.02,0.0737,0.000362467097,0.109,0.665338617,0.6177742233026413,106.859,134267.0,1127877.7111774608,58294.0,9999321.0,2.0,27.0,1.0,1.0,3.0,-3.015883859760991,-1.2407709922089345,0.8389592990589173,18899
1.520875e-06,2.0,-16.949281977407658,0.0425,0.929714176,0.191,0.0005842770559999,0.0955,101.769,226269.89356350448,17040476.0,113390.0,20932151.0,8.0,72.0,1.0,1.0,2.0,1.4304075243198953,3.831964378022688,-0.5648133943093097,18911
0.1891192239999999,4.0,-5.788,0.0312,0.064964808,0.0,0.000898632125,0.4,75.89,331758.0,71741659.0,571781.0,28359852.0,8.0,68.0,1.0,1.0,2.0,-2.749537404418364,-2.420069279837955,-0.4899367437188637,18919
0.2203488639999999,3.0,-5.622,0.0431,0.005000211,2.25e-06,0.0262160445211467,0.4346415759033646,84.643,307846.0,62917627.0,773549.0,13047107.0,10.0,39.0,1.0,1.0,1.0,-2.9248955392693583,-2.210315206730816,0.8622158330119006,18940
0.304821217,5.0,-5.89,0.0336,0.0997147695139188,0.0,0.0098003439999999,0.393,117.71119607432624,240017.0,463723.0,10095.0,15483196.0,4.0,53.0,1.0,1.0,1.0,8.646351009795627,-1.2615494237192773,-0.2913402711834834,18942
0.2149217989999999,5.102849388801815,-5.082,0.0264,0.010941048,0.0,0.0018608669999999,0.629,142.975,164467.0,75619943.0,359147.0,112752326.0,5.0,74.0,1.0,1.0,2.0,-3.738678504110808,-0.1325243993999479,-2.50879598349232,18944
0.0811827369999999,10.0,-11.015,0.0362,0.1941779070907995,0.000427,0.000569722789,0.455,125.556,267333.0,18310540.0,500100.45947022806,187296085.0,3.0,80.0,1.0,1.0,2.0,0.3009912130631409,-0.775262929347958,0.6133650216011922,18953
0.0714733749999999,5.173759331741207,-10.479,0.107,0.0278181269999999,0.0341757573243809,0.0141614092943596,0.797,164.047,214400.0,13219719.0,47353.0,39559232.0,2.0,34.0,1.0,1.0,2.0,0.3884034263182797,-0.9195676112258182,0.4198374784460438,18956
0.3908073212965169,10.0,-4.179,0.027,2.8934443000000003e-05,0.0,0.0306388766866057,0.37,120.67576348853648,213221.0,8211534.0,75201.0,15062982.0,7.0,34.0,1.0,1.0,1.0,-2.3854056971317124,2.87074055754103,-4.883934063110178,18957
0.2053789999999999,0.0,-8.337,0.105,0.1426790143653575,0.0,0.000211708736,0.798,165.246,196213.0,15558789.0,49024.0,35766626.0,6.0,46.7339171797583,0.0,0.0,2.0,8.646351009795627,-1.2615494237192773,-0.2913402711834834,18960
0.1881325169999999,2.0,-6.804283063033891,0.0285,0.007077888,0.0,0.0006837978409999,0.417,78.554,225577.07351949884,111113892.0,634775.0,135161674.10255653,8.0,48.86992466745569,1.0,1.0,2.0,1.288844005689456,0.3700907404985858,-0.9120017091808814,18962
0.1483604866475412,5.0,-12.671,0.907,0.2281995846156235,0.0,0.0292181119999999,0.516,79.689,180067.0,1628.0,17.0,317529.0,7.0,11.0,0.0,0.0,2.0,0.210174626671667,3.065937793541939,-2.3053325892221537,18977
